final_rank,fips,county_name,state,final_risk_score,final_risk_tier,risk_quadrant,probability_score,probability_tier,impact_score,impact_tier,infrastructure_vulnerability_score,infrastructure_tier,predicted_risk_score,predicted_risk_tier,risk_direction,risk_change,trajectory,predicted_gdp_impact_pct,prediction_ci_low,prediction_ci_high,confidence_flag,top_shap_driver,shap_breakdown,industry_source,top_industries,total_gdp_m,wui_housing_fraction,wui_data_available,predicted_gdp_loss_m,estimated_loss_m,total_loss_low_m,total_loss_high_m,estimated_wage_loss_m,is_rural,population_density,rural_industry_source,rural_gdp_data_quality,rural_training_coverage,rural_prediction_confidence
34,35033,Mora County,NM,0.7482525530091542,High,High Probability / Low Impact,0.6638305550996435,High,0.49623789892194986,Moderate,0.7808175751321798,Critical,0.7483635662633825,High,→ Stable,0.00011101325422835373,Resilient,-11.524818420410156,-12.354818420410156,-10.694818420410156,Medium,gdp_per_capita ↓ (-1.044),gdp_per_capita: -1.044  |  private_well_proxy_pct: -1.003  |  unemployment_rate: +0.536  |  wage_base_m: +0.338  |  drought_weeks_before: +0.199  |  fire_frequency: -0.188  |  water_vulnerability_score: -0.067  |  industry_sensitivity: -0.035,BEA_CAGDP2,"Agriculture, forestry, fishing and hunting (17%); Agriculture, forestry, fishing and hunting (17%); Real estate and rental and leasing (16%)",286.08,0.4661549197487787,True,15.36922118547736,38.423052963693394,33.812286608050194,43.0338193193366,8.145687228303,True,2.1631678978159106,BEA_CAGDP2,surveyed,3,medium
35,49007,Carbon County,UT,0.7454752944483644,High,High Probability / Low Impact,0.6660870116753977,High,0.5032482328051162,High,0.7047196653341953,Vulnerable,0.7454892881481354,High,→ Stable,1.399369977106435e-05,Resilient,-10.818737030029297,-11.648737030029297,-9.988737030029297,Medium,gdp_per_capita ↓ (-1.404),gdp_per_capita: -1.404  |  fire_frequency: +0.576  |  drought_weeks_before: +0.221  |  unemployment_rate: +0.207  |  private_well_proxy_pct: -0.091  |  industry_sensitivity: -0.060  |  wage_base_m: -0.036  |  water_vulnerability_score: +0.028,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | Full-Service Restaurants | Solid Waste Collection,1792.335,0.9655496398371436,True,187.2278095522525,468.0695238806312,411.9011810149555,524.237866746307,99.23073906269383,True,13.841144345834602,FOIA,surveyed,2,medium
36,49039,Sanpete County,UT,0.7390525806898184,High,High Probability / Low Impact,0.691700433328459,High,0.4854174045293006,Moderate,0.6681849944543251,Vulnerable,0.7389850248281399,High,→ Stable,-6.755586167850325e-05,Resilient,-11.253786087036133,-12.083786087036133,-10.423786087036133,Medium,gdp_per_capita ↓ (-1.244),gdp_per_capita: -1.244  |  drought_weeks_before: +1.118  |  unemployment_rate: -0.484  |  fire_frequency: +0.333  |  water_vulnerability_score: -0.292  |  private_well_proxy_pct: -0.182  |  industry_sensitivity: -0.160  |  wage_base_m: -0.085,FOIA,Soap and Other Detergent Manufacturing | RV (Recreational Vehicle) Parks and Campgrounds | Turkey Production,2648.2225,0.8568916674807072,True,255.37539220570937,638.4384805142735,561.8258628525607,715.0510981759862,135.34895786902598,True,18.40489717049017,FOIA,surveyed,4,medium
37,16037,Custer County,ID,0.7370646344306374,High,High Probability / High Impact,0.6014032440019242,High,0.5326695974293688,High,0.8278750473976573,Critical,0.737174311209321,High,→ Stable,0.00010967677868356507,At Risk,-9.356520652770996,-10.186520652770996,-8.526520652770996,Medium,gdp_per_capita ↑ (+0.374),gdp_per_capita: +0.374  |  unemployment_rate: +0.335  |  wage_base_m: +0.285  |  drought_weeks_before: +0.267  |  water_vulnerability_score: -0.185  |  fire_frequency: -0.142  |  private_well_proxy_pct: -0.088  |  industry_sensitivity: +0.057,FOIA,Recreational and Vacation Camps (except Campgrounds) | Baked Goods Stores | All Other Specialty Trade Contractors,296.6125,0.654750082754055,True,18.171023577071942,45.42755894267985,39.976251869558276,50.878866015801435,9.63064249584813,True,0.8948479504089351,FOIA,surveyed,0,low
38,56035,Sublette County,WY,0.7258281597172391,High,High Probability / High Impact,0.5325506076000509,High,0.5889407166985093,High,0.8493217195203953,Critical,0.7259053131735081,High,→ Stable,7.715345626901904e-05,At Risk,-11.074661254882812,-11.904661254882813,-10.244661254882812,Medium,gdp_per_capita ↓ (-1.641),gdp_per_capita: -1.641  |  drought_weeks_before: +1.601  |  fire_frequency: -0.585  |  wage_base_m: -0.343  |  unemployment_rate: +0.176  |  industry_sensitivity: -0.088  |  private_well_proxy_pct: +0.081  |  water_vulnerability_score: -0.017,FOIA,"Hotels (except Casino Hotels) and Motels | Residential Remodelers | Specialized Freight (except Used Goods) Trucking, Long-Distance",791.3725,0.6169924520998645,True,54.07434367371402,135.18585918428505,118.96355608217085,151.40816228639923,28.65940214706843,True,1.79912665185301,FOIA,surveyed,0,low
39,35057,Torrance County,NM,0.7257196059442454,High,High Probability / Low Impact,0.6515652558594605,High,0.4916331078368572,Moderate,0.7713671891594088,Critical,0.7257647851621891,High,→ Stable,4.5179217943669414e-05,Resilient,-11.63597297668457,-12.46597297668457,-10.80597297668457,Medium,gdp_per_capita ↓ (-1.380),gdp_per_capita: -1.380  |  private_well_proxy_pct: -0.558  |  unemployment_rate: +0.485  |  wage_base_m: -0.200  |  fire_frequency: +0.180  |  water_vulnerability_score: -0.176  |  drought_weeks_before: +0.151  |  industry_sensitivity: +0.123,FOIA,RV (Recreational Vehicle) Parks and Campgrounds,1088.575,0.7367833728553494,True,93.32561845906633,233.31404614766583,205.31636060994595,261.3117316853857,49.46257778330516,True,4.574417234418257,FOIA,surveyed,2,medium
40,35007,Colfax County,NM,0.7225427255041302,High,High Probability / Low Impact,0.6752181524993638,High,0.47516640559845874,Moderate,0.7497433380148183,Vulnerable,0.7226126660726646,High,→ Stable,6.99405685343768e-05,Resilient,-10.990917205810547,-11.820917205810547,-10.160917205810547,Medium,gdp_per_capita ↓ (-1.326),gdp_per_capita: -1.326  |  drought_weeks_before: +0.411  |  industry_sensitivity: +0.246  |  fire_frequency: +0.229  |  water_vulnerability_score: -0.128  |  wage_base_m: -0.060  |  unemployment_rate: -0.054  |  private_well_proxy_pct: -0.050,FOIA,Pharmacies and Drug Stores,853.6800000000001,0.8884562769651689,True,83.36141987663301,208.40354969158253,183.39512372859264,233.41197565457242,44.1815525346155,True,3.282884190851671,FOIA,surveyed,2,medium
41,49019,Grand County,UT,0.7079531863892272,High,High Probability / High Impact,0.594917785634816,High,0.5404915811727966,High,0.6691508798333349,Vulnerable,0.7080273544291315,High,→ Stable,7.416803990423215e-05,Resilient,-9.655804634094238,-10.485804634094238,-8.825804634094238,Medium,drought_weeks_before ↑ (+1.379),drought_weeks_before: +1.379  |  gdp_per_capita: -1.227  |  private_well_proxy_pct: +0.679  |  fire_frequency: -0.356  |  unemployment_rate: +0.324  |  wage_base_m: -0.194  |  industry_sensitivity: -0.088  |  water_vulnerability_score: +0.086,FOIA,Hotels (except Casino Hotels) and Motels | RV (Recreational Vehicle) Parks and Campgrounds | All Other Traveler Accommodation,853.1949999999999,0.9791987673343604,True,80.66917767652578,201.67294419131446,177.47219088835672,225.87369749427216,42.75466416855866,True,2.649380945301996,FOIA,surveyed,2,medium
42,53007,Chelan County,WA,0.7059437858746268,High,High Probability / Low Impact,0.6362003309313136,High,0.5105904054905801,High,0.6235328644552555,Vulnerable,0.7055187058499806,High,→ Stable,-0.0004250800246462516,Resilient,-10.073819160461426,-10.903819160461426,-9.243819160461426,Medium,gdp_per_capita ↓ (-0.839),gdp_per_capita: -0.839  |  industry_sensitivity: +0.433  |  drought_weeks_before: +0.352  |  wage_base_m: -0.284  |  unemployment_rate: +0.274  |  water_vulnerability_score: +0.122  |  fire_frequency: +0.073  |  private_well_proxy_pct: +0.055,FOIA,Hotels (except Casino Hotels) and Motels | Distilleries | All Other Miscellaneous Fabricated Metal Product Manufacturing,8763.0125,0.8763517320954195,True,773.6170468117797,1934.042617029449,1701.9575029859154,2166.127731072983,410.0170348102433,True,27.30241019205266,FOIA,surveyed,7,high
43,49041,Sevier County,UT,0.7040956884951088,High,High Probability / Low Impact,0.6964569319522564,High,0.4684183044445278,Moderate,0.5995730508246457,Vulnerable,0.7040901116210784,High,→ Stable,-5.57687403046625e-06,Resilient,-7.148360729217529,-7.978360729217529,-6.318360729217529,Medium,drought_weeks_before ↑ (+1.925),drought_weeks_before: +1.925  |  private_well_proxy_pct: +1.289  |  gdp_per_capita: -1.143  |  industry_sensitivity: +0.460  |  fire_frequency: +0.412  |  unemployment_rate: +0.099  |  wage_base_m: +0.095  |  water_vulnerability_score: -0.026,FOIA,Lessors of Miniwarehouses and Self-Storage Units | Hotels (except Casino Hotels) and Motels | Homes for the Elderly,1945.3675,0.9110015263590466,True,126.68559077693166,316.71397694232917,278.7082997092497,354.7196541754086,67.14336311177378,True,11.454841620622295,FOIA,surveyed,7,high
44,4001,Apache County,AZ,0.7015341675377359,High,High Probability / Low Impact,0.6238395234641938,High,0.4985406425848182,Moderate,0.7555887329747631,Critical,0.7013489773302601,High,→ Stable,-0.00018519020747576054,Resilient,-11.979175567626953,-12.809175567626953,-11.149175567626953,Medium,private_well_proxy_pct ↓ (-1.701),private_well_proxy_pct: -1.701  |  gdp_per_capita: -0.768  |  unemployment_rate: +0.573  |  wage_base_m: +0.435  |  water_vulnerability_score: -0.184  |  fire_frequency: -0.181  |  drought_weeks_before: +0.158  |  industry_sensitivity: -0.052,FOIA,Offices of Dentists | Hotels (except Casino Hotels) and Motels | Full-Service Restaurants,4967.7525000000005,0.6537966089893117,True,389.0716119711307,972.6790299278268,855.9575463364877,1089.400513519166,206.2079543446993,True,5.856739314216347,FOIA,surveyed,11,high
45,49001,Beaver County,UT,0.7014578512005973,High,High Probability / High Impact,0.6050687254234284,High,0.5228913087470963,High,0.6938171526486958,Vulnerable,0.701544285606322,High,→ Stable,8.643440572464467e-05,Resilient,-10.392875671386719,-11.222875671386719,-9.562875671386719,Medium,drought_weeks_before ↑ (+2.034),drought_weeks_before: +2.034  |  gdp_per_capita: -1.236  |  unemployment_rate: -0.495  |  fire_frequency: -0.389  |  industry_sensitivity: -0.218  |  water_vulnerability_score: +0.085  |  private_well_proxy_pct: +0.085  |  wage_base_m: -0.001,FOIA,"Hotels (except Casino Hotels) and Motels | Custom Computer Programming Services | Specialized Freight (except Used Goods) Trucking, Local",633.9825,0.8061473978344394,True,53.116256378529584,132.79064094632395,116.8557640327651,148.7255178598828,28.15161588062068,True,2.7887903265771348,FOIA,surveyed,3,medium
46,8103,Rio Blanco County,CO,0.6962431208258262,High,High Probability / High Impact,0.5428675123613457,High,0.5634226093335324,High,0.7886629408196844,Critical,0.6963336156192564,High,→ Stable,9.049479343026245e-05,Resilient,-9.32740306854248,-10.15740306854248,-8.49740306854248,Medium,drought_weeks_before ↑ (+0.556),drought_weeks_before: +0.556  |  gdp_per_capita: +0.174  |  private_well_proxy_pct: +0.167  |  wage_base_m: +0.050  |  water_vulnerability_score: -0.032  |  unemployment_rate: +0.013  |  fire_frequency: +0.008  |  industry_sensitivity: -0.004,FOIA,Hunting and Trapping | Offices of Dentists | Other Heavy and Civil Engineering Construction,622.3199999999999,0.744654856444716,True,43.22445530368429,108.06113825921072,95.09380166810544,121.028474850316,22.908961310952673,True,2.026780123136781,FOIA,surveyed,4,medium
47,4015,Mohave County,AZ,0.6937676174543377,High,High Probability / Low Impact,0.6766408036118718,High,0.46199358833280213,Moderate,0.6973760206289623,Vulnerable,0.6926403626564839,High,→ Stable,-0.001127254797853805,Resilient,-9.384401321411133,-10.214401321411133,-8.554401321411133,Medium,gdp_per_capita ↓ (-0.503),gdp_per_capita: -0.503  |  unemployment_rate: +0.411  |  drought_weeks_before: +0.323  |  fire_frequency: +0.304  |  wage_base_m: -0.270  |  water_vulnerability_score: +0.223  |  private_well_proxy_pct: +0.206  |  industry_sensitivity: +0.182,FOIA,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing | Offices of Physicians (except Mental Health Specialists) | Hotels (except Casino Hotels) and Motels,17073.0125,0.870803229919252,True,1395.2009442547621,3488.0023606369055,3069.442077360477,3906.562643913334,739.456500455024,True,16.342010799935224,FOIA,surveyed,12,high
48,48465,Val Verde County,TX,0.6894831609359229,High,High Probability / Low Impact,0.6058259131212753,High,0.5059116262944061,High,0.7458419610318644,Vulnerable,0.6892977012243792,High,→ Stable,-0.00018545971154371177,Resilient,-11.769612312316895,-12.599612312316895,-10.939612312316894,Medium,fire_frequency ↓ (-1.270),fire_frequency: -1.270  |  gdp_per_capita: -1.083  |  unemployment_rate: +0.544  |  drought_weeks_before: +0.358  |  wage_base_m: +0.318  |  industry_sensitivity: -0.292  |  private_well_proxy_pct: -0.184  |  water_vulnerability_score: +0.098,FOIA,"Snack and Nonalcoholic Beverage Bars | Plumbing, Heating, and Air-Conditioning Contractors | Apparel Accessories and Other Apparel Manufacturing",4315.295,0.962991059333514,True,489.09689153606286,1222.7422288401572,1076.0131613793383,1369.4712963009758,259.22135251411333,True,15.155036171396773,FOIA,surveyed,1,low
49,8033,Dolores County,CO,0.6881778434786263,High,High Probability / High Impact,0.5541000762426344,High,0.5479061517951298,High,0.7733674829781974,Critical,0.6882905743230263,High,→ Stable,0.0001127308443999997,Resilient,-6.6475982666015625,-7.477598266601563,-5.817598266601562,Medium,wage_base_m ↑ (+1.158),wage_base_m: +1.158  |  drought_weeks_before: +1.012  |  industry_sensitivity: +0.613  |  unemployment_rate: +0.321  |  fire_frequency: +0.289  |  gdp_per_capita: +0.090  |  water_vulnerability_score: +0.066  |  private_well_proxy_pct: +0.064,FOIA,Drinking Places (Alcoholic Beverages),238.66750000000002,0.2623199393479909,True,4.161878075176411,10.404695187941027,9.156131765388103,11.65325861049395,2.2057953798434977,True,2.2521247786200886,FOIA,surveyed,2,medium
50,48243,Jeff Davis County,TX,0.688124925225522,High,High Probability / Low Impact,0.5951284325652652,High,0.5042981607422952,High,0.815093181238139,Critical,0.6882462896947446,High,→ Stable,0.00012136446922250688,At Risk,-11.441094398498535,-12.271094398498535,-10.611094398498535,Medium,gdp_per_capita ↓ (-1.266),gdp_per_capita: -1.266  |  private_well_proxy_pct: -0.548  |  drought_weeks_before: +0.507  |  fire_frequency: +0.384  |  water_vulnerability_score: -0.339  |  unemployment_rate: -0.272  |  wage_base_m: +0.256  |  industry_sensitivity: +0.096,FOIA,Hotels (except Casino Hotels) and Motels | Funeral Homes and Funeral Services | RV (Recreational Vehicle) Parks and Campgrounds,166.1875,0.6218543046357616,True,11.823731761285407,29.559329403213518,26.012209874827896,33.10644893159914,6.266577833481266,True,0.8567683908015523,FOIA,surveyed,0,low
51,4017,Navajo County,AZ,0.6877055179430461,High,High Probability / Low Impact,0.6167304018130244,High,0.5023621998107171,High,0.6979554501108357,Vulnerable,0.6872530462180713,High,→ Stable,-0.00045247172497486776,Resilient,-10.971689224243164,-11.801689224243164,-10.141689224243164,Medium,private_well_proxy_pct ↓ (-1.410),private_well_proxy_pct: -1.410  |  gdp_per_capita: -0.691  |  unemployment_rate: +0.622  |  fire_frequency: +0.351  |  drought_weeks_before: +0.253  |  wage_base_m: +0.155  |  water_vulnerability_score: +0.128  |  industry_sensitivity: -0.121,FOIA,Hotels (except Casino Hotels) and Motels | Full-Service Restaurants | Commercial Gravure Printing,8336.404999999999,0.8673193307226771,True,793.288811420306,1983.2220285507651,1745.2353851246735,2221.2086719768567,420.4430700527622,True,10.84027204605019,FOIA,surveyed,6,high
52,35015,Eddy County,NM,0.6844305717540241,High,High Probability / High Impact,0.5655118935901587,High,0.5534769426943087,High,0.645128605357348,Vulnerable,0.6842802702820292,High,→ Stable,-0.00015030147199490695,Resilient,-11.53697681427002,-12.36697681427002,-10.70697681427002,Medium,unemployment_rate ↓ (-2.044),unemployment_rate: -2.044  |  drought_weeks_before: +1.047  |  gdp_per_capita: -0.995  |  fire_frequency: +0.602  |  wage_base_m: +0.136  |  private_well_proxy_pct: -0.089  |  industry_sensitivity: +0.035  |  water_vulnerability_score: +0.030,FOIA,"Support Activities for Oil and Gas Operations | General Freight Trucking, Local | Hotels (except Casino Hotels) and Motels",4205.89,0.9043269779655212,True,438.8088892902213,1097.0222232255533,965.3795564384869,1228.6648900126197,232.5687113238173,True,14.673445477590825,FOIA,surveyed,3,medium
53,4027,Yuma County,AZ,0.6818561673686339,High,High Probability / High Impact,0.516315081230014,High,0.59105295955489,High,0.7214596192994305,Vulnerable,0.6807906309953846,High,→ Stable,-0.0010655363732492429,Resilient,-10.349180221557617,-11.179180221557617,-9.519180221557617,Medium,unemployment_rate ↑ (+0.816),unemployment_rate: +0.816  |  gdp_per_capita: -0.730  |  drought_weeks_before: +0.613  |  water_vulnerability_score: -0.554  |  private_well_proxy_pct: +0.334  |  wage_base_m: -0.211  |  fire_frequency: -0.210  |  industry_sensitivity: -0.146,FOIA,Hotels (except Casino Hotels) and Motels | Automotive Parts and Accessories Stores | Child Day Care Services,16435.65,0.1360594472449157,True,231.43100240628218,578.5775060157055,509.1482052938208,648.0068067375901,122.65843127532956,True,37.846828514532575,FOIA,surveyed,3,medium
